Fundo,CNPJ,Critério,Chave,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Fonte,Comentário
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,521557_regulamento_regulamento_521557_2023-09-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,521557_regulamento_regulamento_521557_2023-09-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,521557_regulamento_regulamento_521557_2023-09-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,521557_regulamento_regulamento_521557_2023-09-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,>=,240%,nao_monitoravel,,521557_regulamento_regulamento_521557_2023-09-12.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,521557_regulamento_regulamento_521557_2023-09-12.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,521557_regulamento_regulamento_521557_2023-09-12.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - vencimento antecipado,default_rate_early_maturity,vencimento_antecipado,<=,10%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,591337_assembleia_assembleia_591337_2024-01-23.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",678673_regulamento_regulamento_678673_2024-06-10.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",678673_regulamento_regulamento_678673_2024-06-10.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,<=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",678673_regulamento_regulamento_678673_2024-06-10.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,8%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,678673_regulamento_regulamento_678673_2024-06-10.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,"4,50%",monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,678673_regulamento_regulamento_678673_2024-06-10.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,678673_regulamento_regulamento_678673_2024-06-10.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,678673_regulamento_regulamento_678673_2024-06-10.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,678673_regulamento_regulamento_678673_2024-06-10.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,678673_regulamento_regulamento_678673_2024-06-10.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,678673_regulamento_regulamento_678673_2024-06-10.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,>=,240%,nao_monitoravel,,678673_regulamento_regulamento_678673_2024-06-10.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,678673_regulamento_regulamento_678673_2024-06-10.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,678673_regulamento_regulamento_678673_2024-06-10.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,11%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,699514_assembleia_assembleia_699514_2024-07-12.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",699515_regulamento_regulamento_699515_2024-07-12.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",699515_regulamento_regulamento_699515_2024-07-12.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,<=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",699515_regulamento_regulamento_699515_2024-07-12.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,8%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,699515_regulamento_regulamento_699515_2024-07-12.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,"4,50%",monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,699515_regulamento_regulamento_699515_2024-07-12.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,699515_regulamento_regulamento_699515_2024-07-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,699515_regulamento_regulamento_699515_2024-07-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,699515_regulamento_regulamento_699515_2024-07-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,699515_regulamento_regulamento_699515_2024-07-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,699515_regulamento_regulamento_699515_2024-07-12.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,699515_regulamento_regulamento_699515_2024-07-12.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,699515_regulamento_regulamento_699515_2024-07-12.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",785567_regulamento_regulamento_785567_2024-11-14.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",785567_regulamento_regulamento_785567_2024-11-14.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,75%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",785567_regulamento_regulamento_785567_2024-11-14.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,8%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,785567_regulamento_regulamento_785567_2024-11-14.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,"4,50%",monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,785567_regulamento_regulamento_785567_2024-11-14.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,785567_regulamento_regulamento_785567_2024-11-14.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,785567_regulamento_regulamento_785567_2024-11-14.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,>=,240%,nao_monitoravel,,785567_regulamento_regulamento_785567_2024-11-14.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,20%,parcial,Posições mantidas em derivativos,785567_regulamento_regulamento_785567_2024-11-14.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,785567_regulamento_regulamento_785567_2024-11-14.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,<=,45%,nao_monitoravel,,939684_assembleia_assembleia_939684_2025-06-13.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,<=,45%,nao_monitoravel,,939684_assembleia_assembleia_939684_2025-06-13.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,<=,30%,nao_monitoravel,,939684_assembleia_assembleia_939684_2025-06-13.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,<=,"2,5%",nao_monitoravel,,939684_assembleia_assembleia_939684_2025-06-13.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,<=,15%,nao_monitoravel,,939684_assembleia_assembleia_939684_2025-06-13.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",939685_regulamento_regulamento_939685_2025-06-13.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"9,5%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",939685_regulamento_regulamento_939685_2025-06-13.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,7%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",939685_regulamento_regulamento_939685_2025-06-13.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,8%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,939685_regulamento_regulamento_939685_2025-06-13.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,8%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,939685_regulamento_regulamento_939685_2025-06-13.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,939685_regulamento_regulamento_939685_2025-06-13.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,939685_regulamento_regulamento_939685_2025-06-13.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,>=,240%,nao_monitoravel,,939685_regulamento_regulamento_939685_2025-06-13.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,20%,parcial,Posições mantidas em derivativos,939685_regulamento_regulamento_939685_2025-06-13.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,939685_regulamento_regulamento_939685_2025-06-13.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,10%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1019776_regulamento_regulamento_1019776_2025-10-20.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,"9,5%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1019776_regulamento_regulamento_1019776_2025-10-20.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Subordinação mínima,subordination_ratio_min,enquadramento,>=,7%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",1019776_regulamento_regulamento_1019776_2025-10-20.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,8%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Atraso/Inadimplência - evento de avaliação,default_rate_evaluation_event,avaliação,<=,8%,monitoravel,Vencidos Over 30/60/90/180/360 d / Crédito,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,Os buckets de atraso do Informe Mensal permitem recompor NPL Over acumulado por faixa.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,5%,monitoravel,Dir Cred / PL,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,O Informe Mensal traz direitos creditórios e PL.
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Limite de concentração,concentration_limits,elegibilidade,>=,240%,nao_monitoravel,,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,20%,parcial,Posições mantidas em derivativos,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
MERCADO CRÉDITO I BRASIL FIDC SEGMENTO FINANCEIRO DE RESPONSABILIDADE LIMITADA,37.511.828/0001-14,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,1019776_regulamento_regulamento_1019776_2025-10-20.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
