Fundo,CNPJ,Critério,Chave,Evento,Comparação,Limite,Monitoramento,Métrica IME sugerida,Fonte,Comentário
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Subordinação mínima,subordination_ratio_min,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Subordinação mínima,subordination_ratio_min,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Subordinação mínima,subordination_ratio_min,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz direitos creditórios e PL.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz direitos creditórios e PL.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,14%,monitoravel,Dir Cred / PL,937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz direitos creditórios e PL.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz direitos creditórios e PL.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50%,monitoravel,Dir Cred / PL,937760_regulamento_regulamento_937760_2025-04-22.pdf,O Informe Mensal traz direitos creditórios e PL.
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,"2,00%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,"2,00%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,"2,00%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Reserva ou caixa mínimo,minimum_cash_ratio,enquadramento,>=,"2,00%",parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados."
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Hedges/derivativos permitidos,permitted_hedges,enquadramento,>=,,parcial,Posições mantidas em derivativos,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
ANGÁ FGTS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,54.810.968/0001-02,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,,parcial,Posições mantidas em derivativos,937760_regulamento_regulamento_937760_2025-04-22.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50 %,monitoravel,Dir Cred / PL,667195_regulamento_regulamento_667195_2024-05-22.pdf,O Informe Mensal traz direitos creditórios e PL.
ESTRATÉGIA VINCULADA II FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.070.804/0001-59,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,50 %,monitoravel,Dir Cred / PL,667195_regulamento_regulamento_667195_2024-05-22.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,18%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,5%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,677871_regulamento_regulamento_677871_2024-06-04.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,677871_regulamento_regulamento_677871_2024-06-04.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,677871_regulamento_regulamento_677871_2024-06-04.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,677871_regulamento_regulamento_677871_2024-06-04.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,677871_regulamento_regulamento_677871_2024-06-04.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,18%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,2%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,677890_regulamento_regulamento_677890_2024-06-11.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,677890_regulamento_regulamento_677890_2024-06-11.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,677890_regulamento_regulamento_677890_2024-06-11.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,677890_regulamento_regulamento_677890_2024-06-11.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,677890_regulamento_regulamento_677890_2024-06-11.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,18%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,2%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,2%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Cobertura mínima de PDD/provisão,pdd_coverage_min,enquadramento,>=,0%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,12%,monitoravel,Dir Cred / PL,759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,67%,monitoravel,Dir Cred / PL,759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Alocação mínima em direitos creditórios,credit_rights_allocation_min,enquadramento,>=,12%,monitoravel,Dir Cred / PL,759636_regulamento_regulamento_759636_2024-10-15.pdf,O Informe Mensal traz direitos creditórios e PL.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,759636_regulamento_regulamento_759636_2024-10-15.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,759636_regulamento_regulamento_759636_2024-10-15.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,759636_regulamento_regulamento_759636_2024-10-15.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,enquadramento,texto,100%,parcial,Posições mantidas em derivativos,759636_regulamento_regulamento_759636_2024-10-15.pdf,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção."
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,20%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",793131_assembleia_assembleia_793131_2024-12-02.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Subordinação mínima,subordination_ratio_min,enquadramento,>=,20%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",793131_assembleia_assembleia_793131_2024-12-02.pdf,O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam.
